data_synthetic,dim,random_state,model,metric1,metric2,configured_epochs,epochs_ran,steps_ran,optimizer,data_protocol,error
van-havre,24,36,oracle_gmm,256.69731057137506,143.70306768648376,0,0,64,true_dgp_quantile_bisection,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,32,end_to_end,261.8489300134783,1174.3224837452751,50,50.0,9050.0,projected_sgd,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,32,erm,273.85131332961475,1137.308524538311,50,,,gurobi_exact,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,32,lightgbm,294.14357561906127,894.1863125226321,50,,50.0,lightgbm_quantile,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,32,oracle_gmm,253.76196255831735,150.87516920882604,0,0,64,true_dgp_quantile_bisection,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,29,end_to_end,268.9976113150844,1235.3035260519937,50,50.0,9050.0,projected_sgd,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,29,erm,284.3081638409761,1215.0885821417476,50,,,gurobi_exact,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,29,lightgbm,321.17931016729983,1011.645448879133,50,,50.0,lightgbm_quantile,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,29,oracle_gmm,258.98734898622314,147.4988438210497,0,0,64,true_dgp_quantile_bisection,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,18,end_to_end,267.04026698085215,1246.626725194042,50,50.0,9050.0,projected_sgd,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,18,erm,262.8911015459504,1196.3062315650543,50,,,gurobi_exact,literature_van_havre_2015_sim4_conditional_v1,
van-havre,24,18,lightgbm,312.0691348423407,971.5371669459862,50,,50.0,lightgbm_quantile,literature_van_havre_2015_sim4_conditional_v1,
